frc,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure,coordinates,@version
FRC3,36,36,112,112,1,False,"[{'latitude': -6.174005941905169, 'longitude': 106.82974520207705}, {'latitude': -6.174033586378578, 'longitude': 106.82978261530013}, {'latitude': -6.174065191552941, 'longitude': 106.82989181333954}, {'latitude': -6.174051542605629, 'longitude': 106.82980522646801}, {'latitude': -6.174038857793025, 'longitude': 106.82972768451356}, {'latitude': -6.174020944496745, 'longitude': 106.82963507487369}, {'latitude': -6.173959597348209, 'longitude': 106.82931620988614}, {'latitude': -6.173923207500876, 'longitude': 106.82912301095888}, {'latitude': -6.173782834976087, 'longitude': 106.82886862911676}, {'latitude': -6.173554219546036, 'longitude': 106.82861251823084}, {'latitude': -6.17329106387664, 'longitude': 106.82844924722536}, {'latitude': -6.173062404450955, 'longitude': 106.82837779307079}, {'latitude': -6.172861552856585, 'longitude': 106.82835417041048}, {'latitude': -6.172661713220646, 'longitude': 106.82837193881033}, {'latitude': -6.172266680498224, 'longitude': 106.8284915801242}, {'latitude': -6.17216606246117, 'longitude': 106.82852367386647}, {'latitude': -6.171931362892574, 'longitude': 106.82860123005003}, {'latitude': -6.171946096047416, 'longitude': 106.8286002138866}, {'latitude': -6.17192622306331, 'longitude': 106.82859887385234}, {'latitude': -6.171957065454429, 'longitude': 106.82860591051366}, {'latitude': -6.172003451663654, 'longitude': 106.8286250050732}, {'latitude': -6.172078135188047, 'longitude': 106.82867480769056}, {'latitude': -6.172141990819195, 'longitude': 106.8287495125212}, {'latitude': -6.172166723054643, 'longitude': 106.82879617071671}, {'latitude': -6.172176537566209, 'longitude': 106.82882404385083}, {'latitude': -6.172173887695905, 'longitude': 106.82880944162878}, {'latitude': -6.172172794814137, 'longitude': 106.82877785490638}, {'latitude': -6.172174700782026, 'longitude': 106.82875089959083}, {'latitude': -6.172174700782026, 'longitude': 106.82866094796452}, {'latitude': -6.172173279009912, 'longitude': 106.82846713253565}, {'latitude': -6.172171947273336, 'longitude': 106.82780675842133}, {'latitude': -6.172169235817201, 'longitude': 106.82726948716015}, {'latitude': -6.17216004580107, 'longitude': 106.82693803813277}, {'latitude': -6.172166624224516, 'longitude': 106.82627503689531}, {'latitude': -6.172165275663377, 'longitude': 106.82559139925945}, {'latitude': -6.172143808570571, 'longitude': 106.82386535783962}, {'latitude': -6.172145816847807, 'longitude': 106.82351174139518}, {'latitude': -6.172061044216534, 'longitude': 106.82324846118331}, {'latitude': -6.172012639819159, 'longitude': 106.82302066687834}, {'latitude': -6.171995217616297, 'longitude': 106.82294261225087}, {'latitude': -6.171983445420706, 'longitude': 106.82285819265974}, {'latitude': -6.17192077763891, 'longitude': 106.82237591003565}]",traffic-service-flow 1.0.098
