id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,cabang_pelayanan,jumlah_kendaraan,satuan,tahun
239,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),1625896,UNIT,2020
240,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I (CIBADAK),364200,UNIT,2020
241,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II (PELABUHAN RATU),166362,UNIT,2020
242,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,459151,UNIT,2020
243,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I (RANCAEKEK),511972,UNIT,2020
244,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II (SOREANG),577994,UNIT,2020
245,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,429820,UNIT,2020
246,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,306657,UNIT,2020
247,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,278028,UNIT,2020
248,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,336360,UNIT,2020
249,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I (SUMBER),475172,UNIT,2020
250,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II (CILEDUG),236844,UNIT,2020
251,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,368407,UNIT,2020
252,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,310779,UNIT,2020
253,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,367508,UNIT,2020
254,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II (HAURGEULIS),160462,UNIT,2020
255,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,442499,UNIT,2020
256,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,306053,UNIT,2020
257,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,850130,UNIT,2020
258,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI (CIKARANG),1488985,UNIT,2020
259,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT (PADALARANG),616259,UNIT,2020
260,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,89944,UNIT,2020
261,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,459212,UNIT,2020
262,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,119444,UNIT,2020
263,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I (PAJAJARAN),561047,UNIT,2020
264,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II (KAWALUYAAN),547291,UNIT,2020
265,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III (SOEKARNO HATTA),460464,UNIT,2020
266,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,172781,UNIT,2020
267,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,1533880,UNIT,2020
268,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,761042,UNIT,2020
269,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II (CINERE),374199,UNIT,2020
270,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,293563,UNIT,2020
271,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,241193,UNIT,2020
272,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,67128,UNIT,2020
273,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),1641604,UNIT,2021
274,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I (CIBADAK),365780,UNIT,2021
275,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II (PELABUHAN RATU),162101,UNIT,2021
276,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,465238,UNIT,2021
277,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I (RANCAEKEK),519180,UNIT,2021
278,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II (SOREANG),582767,UNIT,2021
279,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,435305,UNIT,2021
280,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,315383,UNIT,2021
281,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,282388,UNIT,2021
282,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,339909,UNIT,2021
283,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I (SUMBER),485393,UNIT,2021
284,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II (CILEDUG),242851,UNIT,2021
285,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,371218,UNIT,2021
286,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,314402,UNIT,2021
287,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,371345,UNIT,2021
288,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II (HAURGEULIS),158397,UNIT,2021
289,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,435281,UNIT,2021
290,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,309377,UNIT,2021
291,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,854135,UNIT,2021
292,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI (CIKARANG),1494314,UNIT,2021
293,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT (PADALARANG),622912,UNIT,2021
294,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,89411,UNIT,2021
295,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,462030,UNIT,2021
296,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,118932,UNIT,2021
297,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I (PAJAJARAN),554569,UNIT,2021
298,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II (KAWALUYAAN),538902,UNIT,2021
299,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III (SOEKARNO HATTA),459276,UNIT,2021
300,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,173087,UNIT,2021
301,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,1508616,UNIT,2021
302,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,750558,UNIT,2021
303,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II (CINERE),374813,UNIT,2021
304,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,291567,UNIT,2021
305,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,239843,UNIT,2021
306,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,66760,UNIT,2021
307,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),1666860,UNIT,2022
308,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I (CIBADAK),370897,UNIT,2022
309,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II (PELABUHAN RATU),163529,UNIT,2022
310,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,470866,UNIT,2022
311,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I (RANCAEKEK),528229,UNIT,2022
312,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II (SOREANG),593045,UNIT,2022
313,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,441239,UNIT,2022
314,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,322073,UNIT,2022
315,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,283836,UNIT,2022
316,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,344965,UNIT,2022
317,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I (SUMBER),492427,UNIT,2022
318,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II (CILEDUG),248325,UNIT,2022
319,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,374336,UNIT,2022
320,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,320843,UNIT,2022
321,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,376180,UNIT,2022
322,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II (HAURGEULIS),157735,UNIT,2022
323,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,445011,UNIT,2022
324,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,312462,UNIT,2022
325,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,865859,UNIT,2022
326,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI (CIKARANG),1513555,UNIT,2022
327,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT (PADALARANG),633727,UNIT,2022
328,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN CIAMIS II PGDRN,89371,UNIT,2022
329,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,467720,UNIT,2022
330,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,120707,UNIT,2022
331,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I (PAJAJARAN),550538,UNIT,2022
332,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II (KAWALUYAAN),535262,UNIT,2022
333,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III (SOEKARNO HATTA),465974,UNIT,2022
334,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,172813,UNIT,2022
335,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,1502136,UNIT,2022
336,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,761002,UNIT,2022
337,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II (CINERE),378608,UNIT,2022
338,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,292780,UNIT,2022
339,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,243742,UNIT,2022
340,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,67647,UNIT,2022
